IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.107.168.16","aut-devicefarm-connect.ncrsmb.com","NCR Voyix Corporation","US","Atlanta","Georgia","aut-devicefarm-connect.ncrsmb.com|aut-tst-paqman01.ncrsmb.com|console-octopus.ncrsmb.com|loyalty.ncrsmb.com|momentum.ncrsmb.com|octopus.ncrsmb.com|octopus-client.ncrsmb.com|octopus-client2.ncrsmb.com|vpn-us-ops1.ncrsmb.com|silver-automation-importexport-jenkins.ncrsmb.com|silver-automation-jenkins.ncrsmb.com|jenkins.ncrsmb.com|nexus.ncrsmb.com","","false"
"34.107.167.254","iap-lb.navagis.com","","","","","iap-lb.navagis.com","","false"
"34.107.168.17","valuestream-frontal-standby.solar-ray.axis-dev.io","","","","","valuestream-frontal-standby.solar-ray.axis-dev.io","","false"
"34.107.168.103","link.forum.threadloom.com","","","","","link.forum.threadloom.com","","false"
"34.107.168.71","*.ludia.net","","","","","*.ludia.net|ludia.net","","false"
"34.107.168.104","*.fastcache.net","F5, Inc.","US","Seattle","Washington","*.fastcache.net|fastcache.net","","false"
"34.107.168.87","rest.cintas-gemini.app","","","","","rest.cintas-gemini.app","","false"
"34.107.168.111","signoz.betgr8games-stg.com","","","","","signoz.betgr8games-stg.com","","false"
"34.107.168.89","debug.metrics-gcp.bikbok-test.varnerbeta.com","","","","","debug.metrics-gcp.bikbok-test.varnerbeta.com|metrics-gcp.bikbok-test.varnerbeta.com","","false"
"34.107.168.74","order-eta-service.apps-euw3.consumer.staging.ibx.dev","","","","","order-eta-service.apps-euw3.consumer.staging.ibx.dev","","false"
"34.107.168.81","Self-signed temporary certificate","","","","","","","true"
"34.107.168.84","*.monkeylearn.com","MonkeyLearn Inc.","US","Wilmington","Delaware","*.monkeylearn.com|monkeylearn.com","","false"
"34.107.167.247","magento.b2c-dach.lampenwelt.tech","","","","","lampenwelt.at|lampenwelt.ch|lampenwelt.de|magento.b2c-dach.lampenwelt.tech|new.lampenwelt.ch|www.lampenwelt.at|www.lampenwelt.ch|www.lampenwelt.de","","false"
"34.107.168.144","t4-dongbangchem.munai-medirita.com","","","","","t4-dongbangchem.munai-medirita.com","","false"
"34.107.168.149","demo.buglance.com","","","","","demo.buglance.com","","false"
"34.107.168.150","playerprofile.prd.dof.yakuto.dev","","","","","playerprofile.prd.dof.yakuto.dev","","false"
"34.107.168.143","univest.in","","","","","*.univest.in|uniapps.club|uniresearch.in|univest.in","","false"
"34.107.168.145","api.mamlambo.dev.transloc.com","","","","","*.public.mamlambo.dev.transloc.com|api.mamlambo.dev.transloc.com|architect.mamlambo.dev.transloc.com|health-check.mamlambo.dev.transloc.com|integrations.mamlambo.dev.transloc.com|ondemand.mamlambo.dev.transloc.com|operations.mamlambo.dev.transloc.com|reports.mamlambo.dev.transloc.com","","false"
