IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.146.106.234","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com","","false"
"54.146.106.244","finmedica-dev.teravisiontech.cloud","","","","","finmedica-dev.teravisiontech.cloud","","false"
"54.146.106.248","amp.pharm.mssm.edu","Mount Sinai Health System, Inc","US","New York","New York","amp.pharm.mssm.edu","","false"
"54.146.106.250","kube-apiserver","","","","","01f94b9d67b7dd8bb2ec44aeb7111ad4.gr7.us-east-1.eks.amazonaws.com|ip-10-0-43-104.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.85.127|10.0.43.104","false"
"54.146.106.255","*.agefotostock.com","","","","","*.agefotostock.com","","false"
"54.146.107.0","*.maddrix.com","Maddrix, LLC","US","Baltimore","Maryland","*.maddrix.com|maddrix.com","","false"
"54.146.107.3","northmiamifl.aws.executime.com","","","","","northmiamifl.aws.executime.com","","false"
"54.146.107.7","*.loyalty.peoplecloud.epsilon.com","","","","","*.loyalty.peoplecloud.epsilon.com","","false"
"54.146.107.9","minumerolocal.com","","","","","minumerolocal.com|*.minumerolocal.net|globaldsd.com|minumerolocal.net|*.globaldsd.com|*.minumerolocal.com","","false"
"54.146.107.18","kube-apiserver","","","","","55fdee353b317b09bdcd360ea6f405e1.gr7.us-east-1.eks.amazonaws.com|ip-172-16-34-227.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.20.226|172.16.34.227","false"
"54.146.107.20","*.thoughtspot.cloud","ThoughtSpot, Inc.","US","Mountain View","California","*.thoughtspot.cloud|thoughtspot.cloud","","false"
"54.146.107.25","*.tigo.com.co","Millicom International Services LLC","US","Coral Gables","Florida","*.tigo.com.co|tigo.com.co","","false"
"54.146.107.26","*.unileversolutions.com","","","","","*.unileversolutions.com","","false"
"54.146.107.31","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"54.146.107.37","*.supabase.co","","","","","*.supabase.co|*.supabase.in","","false"
"54.146.107.47","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
