IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"35.167.205.119","optica.xyz","","","","","optica.xyz|*.optica.xyz|*.dev.optica.xyz|*.internal.optica.xyz|*.prod.optica.xyz","","false"
"35.167.205.137","kube-apiserver","","","","","733c6cacf03f0f9c9aa3b00e27e3ae2b.gr7.us-west-2.eks.amazonaws.com|ip-172-16-124-160.us-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.2.142|172.16.124.160","false"
"35.167.205.141","*.fjkt3d9sjqtfa.us-west-2.cs.amazonlightsail.com","","","","","*.fjkt3d9sjqtfa.us-west-2.cs.amazonlightsail.com","","false"
"35.167.205.156","portal.prod.reactmobile-infra.net","","","","","portal.prod.reactmobile-infra.net|portal.reactmobile.com","","false"
"35.167.205.162","ops.groundlight.ai","","","","","ops.groundlight.ai|*.ops.groundlight.ai","","false"
"35.167.205.161","*.figma.com","","","","","*.figma.com|figma.com","","false"
"35.167.205.163","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com","","false"
"35.167.205.166","*.audi-vw.com.tw","","","","","*.audi-vw.com.tw","","false"
"35.167.205.165","*.vibesapps.com","","","","","*.vibesapps.com|vibesapps.com","","false"
"35.167.205.171","singlestop.duplocloud.net","","","","","singlestop.duplocloud.net","","false"
"35.167.205.175","api.cos.nvidia.com","","","","","api.cos.nvidia.com","","false"
"35.167.205.184","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"35.167.205.188","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com","","false"
"35.167.205.190","dataapi.premieredigital.net","","","","","dataapi.premieredigital.net|qa.dataapi.premieredigital.net|staging.dataapi.premieredigital.net","","false"
"35.167.205.193","www.example.com","","","","","","","true"
"35.167.205.195","byu-oit-businessdatapipelines-prd.amazon.byu.edu","","","","","byu-oit-businessdatapipelines-prd.amazon.byu.edu|*.byu-oit-businessdatapipelines-prd.amazon.byu.edu","","false"
"35.167.205.197","git.jwn.app","Nordstrom, Inc.","US","","Washington","git.jwn.app","","false"
"35.167.205.200","wheresmyballot.com","","","","","wheresmyballot.com|www.wheresmyballot.com","","false"
"35.167.205.208","*.iot.demisto.live","","","","","*.iot.demisto.live","","false"
"35.167.205.214","cfdomains.com","","","","","cfdomains.com|*.cfdomains.com","","false"
"35.167.205.219","heimdall.hashicorp.services","","","","","heimdall.hashicorp.services","","false"
"35.167.205.230","automation.floqast.engineering","","","","","automation.floqast.engineering|*.automation.floqast.engineering","","false"
"35.167.205.231","agvisorpro.com","","","","","agvisorpro.com|*.agvisorpro.com","","false"
